-0.080967,-0.302646,-0.949658,0.000000,-0.002823,0.952852,-0.303423,0.000000,0.996713,-0.021886,-0.078004,0.000000,-30.504590,-16.340600,-3.415047,1.000000
-0.081414,-0.302152,-0.949777,0.000000,-0.002392,0.952997,-0.302971,0.000000,0.996678,-0.022394,-0.078310,0.000000,-30.374370,-16.364290,-3.377940,1.000000
-0.082045,-0.301453,-0.949945,0.000000,-0.001783,0.953201,-0.302332,0.000000,0.996627,-0.023111,-0.078743,0.000000,-30.244670,-16.387490,-3.340883,1.000000
-0.082856,-0.300554,-0.950159,0.000000,-0.001001,0.953462,-0.301512,0.000000,0.996561,-0.024031,-0.079300,0.000000,-30.115490,-16.410150,-3.303897,1.000000
-0.083838,-0.299462,-0.950418,0.000000,-0.000049,0.953777,-0.300516,0.000000,0.996479,-0.025148,-0.079978,0.000000,-29.986800,-16.432280,-3.266998,1.000000
-0.084987,-0.298182,-0.950718,0.000000,0.001065,0.954142,-0.299351,0.000000,0.996381,-0.026454,-0.080772,0.000000,-29.858590,-16.453840,-3.230206,1.000000
-0.086296,-0.296719,-0.951058,0.000000,0.002339,0.954556,-0.298022,0.000000,0.996267,-0.027943,-0.081681,0.000000,-29.730840,-16.474830,-3.193539,1.000000
-0.087759,-0.295078,-0.951434,0.000000,0.003767,0.955014,-0.296536,0.000000,0.996135,-0.029607,-0.082700,0.000000,-29.603540,-16.495220,-3.157015,1.000000
-0.089369,-0.293265,-0.951845,0.000000,0.005344,0.955514,-0.294897,0.000000,0.995984,-0.031441,-0.083826,0.000000,-29.476680,-16.515010,-3.120654,1.000000
-0.091119,-0.291285,-0.952287,0.000000,0.007065,0.956052,-0.293113,0.000000,0.995815,-0.033436,-0.085057,0.000000,-29.350230,-16.534160,-3.084473,1.000000
-0.093004,-0.289143,-0.952757,0.000000,0.008927,0.956624,-0.291188,0.000000,0.995626,-0.035587,-0.086389,0.000000,-29.224180,-16.552670,-3.048492,1.000000
-0.095017,-0.286845,-0.953253,0.000000,0.010923,0.957228,-0.289129,0.000000,0.995416,-0.037885,-0.087820,0.000000,-29.098520,-16.570520,-3.012729,1.000000
-0.097151,-0.284395,-0.953772,0.000000,0.013050,0.957859,-0.286943,0.000000,0.995184,-0.040323,-0.089345,0.000000,-28.973230,-16.587680,-2.977202,1.000000
-0.099399,-0.281799,-0.954311,0.000000,0.015303,0.958514,-0.284634,0.000000,0.994930,-0.042896,-0.090963,0.000000,-28.848290,-16.604150,-2.941930,1.000000
-0.101756,-0.279061,-0.954867,0.000000,0.017677,0.959190,-0.282209,0.000000,0.994652,-0.045595,-0.092670,0.000000,-28.723700,-16.619910,-2.906932,1.000000
-0.104214,-0.276188,-0.955437,0.000000,0.020167,0.959883,-0.279673,0.000000,0.994350,-0.048414,-0.094463,0.000000,-28.599420,-16.634930,-2.872225,1.000000
-0.106767,-0.273185,-0.956018,0.000000,0.022768,0.960590,-0.277034,0.000000,0.994023,-0.051345,-0.096339,0.000000,-28.475460,-16.649200,-2.837829,1.000000
-0.109408,-0.270056,-0.956608,0.000000,0.025476,0.961308,-0.274297,0.000000,0.993670,-0.054381,-0.098295,0.000000,-28.351780,-16.662710,-2.803763,1.000000
-0.112132,-0.266808,-0.957204,0.000000,0.028286,0.962032,-0.271467,0.000000,0.993291,-0.057516,-0.100327,0.000000,-28.228390,-16.675440,-2.770044,1.000000
-0.114930,-0.263446,-0.957803,0.000000,0.031193,0.962760,-0.268552,0.000000,0.992884,-0.060741,-0.102432,0.000000,-28.105260,-16.687360,-2.736691,1.000000
-0.117797,-0.259975,-0.958403,0.000000,0.034191,0.963489,-0.265557,0.000000,0.992449,-0.064051,-0.104607,0.000000,-27.982370,-16.698470,-2.703723,1.000000
-0.120727,-0.256401,-0.959001,0.000000,0.037277,0.964215,-0.262488,0.000000,0.991986,-0.067438,-0.106849,0.000000,-27.859710,-16.708750,-2.671159,1.000000
-0.123712,-0.252730,-0.959595,0.000000,0.040443,0.964936,-0.259351,0.000000,0.991494,-0.070894,-0.109153,0.000000,-27.737260,-16.718170,-2.639016,1.000000
-0.126747,-0.248968,-0.960182,0.000000,0.043686,0.965649,-0.256152,0.000000,0.990973,-0.074413,-0.111517,0.000000,-27.615020,-16.726720,-2.607314,1.000000
-0.129825,-0.245121,-0.960761,0.000000,0.047000,0.966351,-0.252898,0.000000,0.990422,-0.077988,-0.113936,0.000000,-27.492960,-16.734390,-2.576071,1.000000
-0.132940,-0.241195,-0.961328,0.000000,0.050379,0.967039,-0.249595,0.000000,0.989843,-0.081612,-0.116407,0.000000,-27.371070,-16.741150,-2.545305,1.000000
-0.136086,-0.237196,-0.961883,0.000000,0.053819,0.967712,-0.246248,0.000000,0.989234,-0.085278,-0.118927,0.000000,-27.249320,-16.747000,-2.515035,1.000000
-0.139257,-0.233131,-0.962423,0.000000,0.057313,0.968366,-0.242863,0.000000,0.988596,-0.088980,-0.121490,0.000000,-27.127720,-16.751900,-2.485280,1.000000
-0.142446,-0.229005,-0.962946,0.000000,0.060856,0.969000,-0.239447,0.000000,0.987930,-0.092709,-0.124094,0.000000,-27.006240,-16.755850,-2.456059,1.000000
-0.145648,-0.224826,-0.963452,0.000000,0.064442,0.969613,-0.236006,0.000000,0.987235,-0.096461,-0.126734,0.000000,-26.884860,-16.758830,-2.427388,1.000000
-0.148858,-0.220601,-0.963938,0.000000,0.068066,0.970201,-0.232545,0.000000,0.986513,-0.100227,-0.129406,0.000000,-26.763570,-16.760820,-2.399288,1.000000
-0.152068,-0.216335,-0.964404,0.000000,0.071720,0.970764,-0.229071,0.000000,0.985764,-0.104002,-0.132107,0.000000,-26.642360,-16.761800,-2.371777,1.000000
-0.155274,-0.212036,-0.964847,0.000000,0.075401,0.971300,-0.225589,0.000000,0.984990,-0.107778,-0.134830,0.000000,-26.521200,-16.761760,-2.344873,1.000000
-0.158470,-0.207712,-0.965268,0.000000,0.079101,0.971809,-0.222105,0.000000,0.984190,-0.111551,-0.137572,0.000000,-26.400090,-16.760680,-2.318596,1.000000
-0.161650,-0.203368,-0.965666,0.000000,0.082814,0.972288,-0.218626,0.000000,0.983367,-0.115312,-0.140329,0.000000,-26.279010,-16.758540,-2.292962,1.000000
-0.164810,-0.199013,-0.966039,0.000000,0.086535,0.972738,-0.215156,0.000000,0.982522,-0.119056,-0.143096,0.000000,-26.157940,-16.755330,-2.267992,1.000000
-0.167945,-0.194653,-0.966387,0.000000,0.090256,0.973158,-0.211702,0.000000,0.981656,-0.122776,-0.145868,0.000000,-26.036860,-16.751030,-2.243703,1.000000
-0.171048,-0.190297,-0.966711,0.000000,0.093972,0.973547,-0.208269,0.000000,0.980771,-0.126468,-0.148640,0.000000,-25.915770,-16.745610,-2.220114,1.000000
-0.174115,-0.185950,-0.967009,0.000000,0.097676,0.973905,-0.204864,0.000000,0.979869,-0.130124,-0.151409,0.000000,-25.794640,-16.739070,-2.197244,1.000000
-0.177142,-0.181623,-0.967282,0.000000,0.101363,0.974232,-0.201491,0.000000,0.978952,-0.133739,-0.154168,0.000000,-25.673460,-16.731380,-2.175111,1.000000
-0.180124,-0.177321,-0.967529,0.000000,0.105024,0.974528,-0.198155,0.000000,0.978021,-0.137306,-0.156913,0.000000,-25.552210,-16.722530,-2.153734,1.000000
-0.183056,-0.173052,-0.967752,0.000000,0.108655,0.974793,-0.194864,0.000000,0.977080,-0.140822,-0.159638,0.000000,-25.430890,-16.712510,-2.133131,1.000000
-0.185933,-0.168825,-0.967950,0.000000,0.112247,0.975029,-0.191621,0.000000,0.976130,-0.144279,-0.162340,0.000000,-25.309460,-16.701290,-2.113321,1.000000
-0.188752,-0.164647,-0.968124,0.000000,0.115796,0.975235,-0.188433,0.000000,0.975174,-0.147672,-0.165012,0.000000,-25.187930,-16.688860,-2.094322,1.000000
-0.191508,-0.160527,-0.968275,0.000000,0.119294,0.975413,-0.185304,0.000000,0.974214,-0.150996,-0.167650,0.000000,-25.066260,-16.675190,-2.076153,1.000000
-0.194198,-0.156471,-0.968403,0.000000,0.122734,0.975564,-0.182240,0.000000,0.973254,-0.154246,-0.170248,0.000000,-24.944450,-16.660280,-2.058833,1.000000
-0.196817,-0.152489,-0.968509,0.000000,0.126110,0.975688,-0.179246,0.000000,0.972296,-0.157417,-0.172801,0.000000,-24.822490,-16.644110,-2.042379,1.000000
-0.199361,-0.148587,-0.968595,0.000000,0.129415,0.975787,-0.176327,0.000000,0.971343,-0.160503,-0.175304,0.000000,-24.700350,-16.626660,-2.026812,1.000000
-0.201827,-0.144776,-0.968662,0.000000,0.132642,0.975863,-0.173489,0.000000,0.970398,-0.163500,-0.177752,0.000000,-24.578010,-16.607900,-2.012148,1.000000
-0.204210,-0.141061,-0.968710,0.000000,0.135785,0.975916,-0.170735,0.000000,0.969464,-0.166402,-0.180138,0.000000,-24.455480,-16.587830,-1.998407,1.000000
-0.206509,-0.137452,-0.968742,0.000000,0.138838,0.975949,-0.168071,0.000000,0.968544,-0.169206,-0.182458,0.000000,-24.332720,-16.566430,-1.985607,1.000000
-0.208718,-0.133957,-0.968758,0.000000,0.141792,0.975963,-0.165502,0.000000,0.967642,-0.171905,-0.184707,0.000000,-24.209720,-16.543680,-1.973767,1.000000
-0.210835,-0.130583,-0.968760,0.000000,0.144642,0.975961,-0.163033,0.000000,0.966761,-0.174497,-0.186879,0.000000,-24.086470,-16.519560,-1.962905,1.000000
-0.212856,-0.127339,-0.968750,0.000000,0.147381,0.975943,-0.160668,0.000000,0.965904,-0.176975,-0.188968,0.000000,-23.962950,-16.494060,-1.953040,1.000000
-0.214778,-0.124234,-0.968729,0.000000,0.150002,0.975912,-0.158412,0.000000,0.965075,-0.179335,-0.190969,0.000000,-23.839150,-16.467150,-1.944191,1.000000
-0.216598,-0.121274,-0.968699,0.000000,0.152499,0.975871,-0.156270,0.000000,0.964277,-0.181574,-0.192877,0.000000,-23.715050,-16.438830,-1.936375,1.000000
-0.218312,-0.118469,-0.968661,0.000000,0.154865,0.975820,-0.154247,0.000000,0.963513,-0.183685,-0.194687,0.000000,-23.590630,-16.409070,-1.929612,1.000000
-0.219918,-0.115826,-0.968618,0.000000,0.157092,0.975762,-0.152347,0.000000,0.962787,-0.185666,-0.196392,0.000000,-23.465880,-16.377860,-1.923921,1.000000
-0.221412,-0.113354,-0.968570,0.000000,0.159176,0.975700,-0.150576,0.000000,0.962102,-0.187512,-0.197989,0.000000,-23.340790,-16.345180,-1.919318,1.000000
